,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
1297,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1298,"
No, that's good.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1299,"All right, good.",0,0,0,0,0.022663448,0.064042583,0.002865804,0.025090035,0.017267304,0.009020146,0.005357554,0.001475232,0.2753326,0.001075552,0.001745428,0.1007929,0.001165467,0.014307817,0.002247956,0.004487743,0.007942559,0.32668218,0.002722364,0.002548073,0.015217005,0.019384336,0.000280026,0.00164502,0.00440636,0.001846018,0.001577447,0.006034856,0.001965589,0.001350457,0.002154308,0.005157412,0.010644683,0.005070544,0.001212723,0.001026158,0.014656106,0.002783466,0.000947029,0.001053804,0.01275402
1300,"Yay for some baby steps four that's good, good, good.",0,0,1,0,0.739087284,0.003505792,0.19020927,0.002977877,0.00755889,0.002167145,0.003841036,0.001742015,0.003061475,0.000769572,0.00012161,0.000980903,0.001939518,0.010867854,0.000265157,0.000941846,0.008398378,0.000989905,0.003223891,0.00332841,0.004257671,0.00465928,0.000969789,0.000306631,0.000997929,0.000376921,0.00058092,0.000182718,0.000490404,5.83E-05,1.15E-05,0.000271498,0.000265963,0.000197515,0.00010546,4.07E-05,4.26E-05,1.71E-05,0.000164496,1.34E-05,1.13E-05
1301,Nice job.,0,0,0,0,0.011693481,0.00280301,0.009979679,0.002631408,0.003498816,0.007195517,0.00381754,0.000364843,0.832680404,0.001893746,0.001950391,0.00249886,0.001007619,0.003987425,0.003371743,0.001821866,0.002411295,0.006348293,0.005312322,0.001277261,0.007162862,0.000536417,0.000533025,0.00428512,0.001748995,0.002005578,0.000551131,0.001715998,0.001315315,0.002547179,0.001822187,0.003357278,0.004077638,0.001909624,0.001197089,0.000704878,0.001382655,0.002278224,0.000923888,0.002032638,0.051366676
1302,Awesome.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1303,Great.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1304,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1305,"Um, well, what shall we do so I have a little research on my end to do about the glucometer.",0,0,0,0,0.60776484,0.001797685,0.266128451,0.010365666,0.010414421,0.003163628,0.017605459,0.000644595,0.002401261,0.009266653,0.000590214,0.000247464,0.002237296,0.001409302,0.000559987,0.00451398,0.001223331,0.001001394,0.001879023,0.003863114,0.001035371,0.000398318,0.001748755,0.046114985,0.001185061,0.000392026,0.000182628,0.000137758,0.00047143,5.10E-05,0.0001163,0.000111388,9.01E-05,0.00018377,3.51E-05,0.000296026,1.48E-05,3.92E-05,0.000297656,1.24E-05,8.15E-06
1306,Do you want to try to set a time that we can follow up assuming we'll ensure that you know we'll be able to get you the glucometer and then we can follow up over around your blood sugar results.,0,0,0,0,0.553323627,0.000153556,0.300121337,0.000166415,0.000299894,0.000382744,0.1076423,0.000138635,0.001283157,9.56E-05,1.31E-06,0.000110655,0.000101231,0.023418786,6.09E-05,0.003127213,0.001149998,0.00067479,0.000125681,0.003478416,0.001645951,0.000107571,9.06E-05,0.002094001,7.06E-05,1.24E-05,2.55E-06,1.91E-06,3.42E-05,1.19E-06,1.77E-06,7.84E-06,1.75E-05,4.23E-05,2.19E-06,1.02E-06,5.89E-07,1.95E-06,6.84E-06,1.39E-07,5.47E-07
1307,Yep.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1308,That sounds.,0,0,0,0,0.0715027,0.035059724,0.103078425,0.044862658,0.203648105,0.256133586,0.005481686,0.001546019,0.009569398,0.002569388,0.004640707,0.003657051,0.013643718,0.004547075,0.004643664,0.012402477,0.018610945,0.017676733,0.027558152,0.001922817,0.01785134,0.006634291,0.000626404,0.013176065,0.004803001,0.015375003,0.004742474,0.008225879,0.00467169,0.001385322,0.008102019,0.004327569,0.003154376,0.002535431,0.005728618,0.005201637,0.042126395,0.004628166,0.000664988,0.00054667,0.002737614
1309,"Yeah, that sounds perfect.",0,0,0,0,0.098556139,0.012330105,0.520090163,0.004155451,0.039745457,0.236704186,0.008306904,0.00109399,0.017205093,0.001606598,0.000342164,0.000932129,0.002446735,0.004194204,0.001233269,0.008094781,0.013609376,0.004459615,0.00534599,0.001686213,0.003013591,0.00279114,0.000347801,0.005079971,0.00219067,0.00070063,0.00023734,0.000309352,0.000543925,0.000271755,6.74E-05,0.000835859,0.000203542,0.000194499,0.00029145,0.000123139,0.000473429,4.04E-05,6.14E-05,1.97E-05,6.44E-05
1310,"Why don't we yep we can follow up in a month we can follow up sooner if you like you don't have to have a ton of blood sugar results just, you know, just to get started or
the dates.",0,0,0,0,0.878467798,4.16E-05,0.104352966,0.000143066,0.000237905,0.000127307,0.013230016,4.13E-05,0.000346743,0.00033552,3.37E-06,5.85E-06,3.37E-05,2.89E-05,1.79E-05,0.000418208,4.86E-05,5.06E-05,3.62E-05,0.000162272,0.000126479,1.56E-05,1.19E-05,0.001674457,9.21E-06,7.96E-06,9.03E-07,2.30E-06,5.37E-06,8.53E-07,1.93E-06,2.24E-06,2.89E-06,4.79E-06,9.55E-08,2.17E-06,1.99E-07,1.35E-07,8.28E-07,8.16E-08,1.39E-08
1311,"
If we look at a month out we're looking at either.",0,0,0,0,0.751927435,0.000154226,0.221237749,0.00068045,0.000447422,0.000140583,0.000464022,2.64E-05,0.00107552,0.000100163,1.23E-05,5.19E-05,0.000243263,0.000422858,1.35E-05,0.010709738,0.001468658,0.00021569,0.000106401,0.006482179,0.002614619,0.000228497,7.09E-06,0.000641857,0.000179967,2.12E-05,2.02E-05,4.49E-06,2.61E-05,2.94E-06,6.76E-06,2.54E-05,0.000107847,8.76E-05,8.70E-06,4.97E-06,6.90E-06,1.77E-06,2.02E-05,9.40E-07,1.43E-06
1312,See if I have an opening.,0,0,0,0,0.832419753,0.00087695,0.098502234,0.00430656,0.002106351,0.002665966,0.004247657,0.000261522,0.005346597,0.000321039,0.000182955,0.00047072,0.002270811,0.013219038,0.000155232,0.003463479,0.00137114,0.003133268,0.005964726,0.003961844,0.002042322,0.000868827,0.000198624,0.000711808,0.001768457,0.00082077,0.003260099,0.000139812,0.001334655,6.36E-05,9.06E-05,0.00133231,0.000168873,0.000734681,0.000492783,0.000125712,0.000170514,6.70E-05,0.000272606,3.96E-05,4.86E-05
1313,I do have an opening right now for December It's Friday December the fourth.,0,0,0,0,0.984098017,4.06E-05,0.003866998,6.41E-05,0.0006011,0.000119536,0.002946059,9.37E-05,0.000134479,1.10E-05,1.26E-05,5.80E-05,7.79E-05,0.000761527,2.24E-05,0.000225223,0.000235924,0.000151783,0.003597899,3.72E-05,0.000101124,6.13E-05,1.24E-05,1.50E-05,0.000127451,8.00E-05,0.001722585,2.96E-05,0.000377172,3.17E-05,2.15E-05,0.000119199,2.19E-05,3.02E-05,6.15E-06,3.36E-05,6.72E-06,1.56E-05,2.44E-05,2.48E-06,4.16E-06
1314,"Okay, 130.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1315,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1316,Good.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1317,"All right, is it okay if I check in, in the interim just to see how things are going with the glucometer.",0,0,0,0,0.649779975,0.001174352,0.323131025,0.00354394,0.005713988,0.000683111,0.002544652,6.18E-05,0.002492321,0.000169678,1.24E-05,0.002480393,9.23E-05,0.000627788,2.36E-05,0.002235867,0.000800894,0.001548073,7.47E-05,0.000480508,0.001412174,0.000138181,7.68E-06,0.000403103,0.000161846,2.24E-05,1.30E-05,6.23E-06,3.03E-05,1.11E-06,7.86E-07,1.92E-05,3.72E-05,4.73E-05,2.93E-06,1.56E-06,1.83E-05,8.42E-07,3.52E-06,1.04E-07,8.78E-07
1318,"And you can feel free if you're like I, you know, Doctor, I don't want to check I'm done or you know it doesn't work out, you also let me know that too.",0,0,0,0,0.326343179,0.000314906,0.631439865,0.002234991,0.000403303,0.000646538,0.001771685,0.000101204,0.000201455,0.000171976,3.80E-05,0.000121849,0.003366009,0.012703834,4.29E-05,0.004328265,0.00288455,0.001060826,0.000120582,0.006024338,0.002330617,0.000340858,0.000247673,0.001550196,0.000434636,8.66E-05,3.55E-05,1.26E-05,6.49E-05,5.84E-06,9.53E-06,3.42E-05,9.24E-05,0.000188215,3.24E-05,2.65E-05,4.09E-05,2.37E-06,0.000140129,1.34E-06,2.32E-06
1319,"
Oh, I will probably I'll send you a my hope online message maybe in a week or two just to see how things are going with the glucometer.",0,0,0,0,0.467654169,0.001482566,0.502382994,0.000541125,0.011467934,0.001838775,0.000996903,0.000400916,0.008352162,3.76E-05,3.59E-06,0.000314,9.07E-05,0.000895937,1.39E-05,0.000536267,0.000801995,0.000140727,0.000197489,0.001390767,0.000136076,7.47E-05,3.59E-05,5.26E-05,6.34E-05,7.92E-06,1.06E-05,3.20E-06,3.66E-05,1.71E-06,6.83E-08,1.03E-05,1.03E-05,1.11E-05,1.80E-06,2.27E-07,2.26E-07,7.02E-08,2.38E-06,7.28E-08,2.67E-07
1320,"
That's right.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1321,Yep.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1322,"
There's really free information just so you can start to see what your blood, how your blood sugars are running.",0,0,0,0,0.619298041,0.001436903,0.307951242,0.001251636,0.005372025,0.001835815,0.015646929,0.001259072,0.000446678,0.004190819,6.87E-05,0.001135936,0.00051474,0.006215478,0.000483163,0.003602225,0.00704341,0.001171395,0.001475569,0.009120396,0.001353699,0.000662791,0.004909497,0.001491674,0.000340472,0.000180315,8.89E-05,0.000353931,0.000246861,2.33E-05,7.07E-06,8.97E-05,0.000372037,0.000144609,2.86E-05,3.73E-05,1.68E-05,7.49E-06,0.000112026,8.20E-06,4.65E-06
1323,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1324,"And then, do you do you remember, can you just share with me what time we talked about what's a good time to check your blood sugar's.",0,0,0,0,0.456774771,0.000297342,0.316527307,0.002253105,0.000953594,0.000825475,0.126696259,0.000393289,0.00463819,0.007209875,8.80E-05,0.000208925,0.000599815,0.002998087,0.000703234,0.02798681,0.004824604,0.001951131,0.000321855,0.021125222,0.001168378,0.0002188,0.002676285,0.014112447,0.001428601,0.000202996,5.49E-05,0.000120335,0.000315447,0.000128549,0.000543363,0.000141713,0.00048595,0.000446288,5.03E-05,0.00012395,2.40E-05,1.94E-05,0.000247539,9.36E-05,2.03E-05
1325,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1326,"Yeah, so I would suggest checking before breakfast.",0,0,0,0,0.771041155,0.000807738,0.181014836,0.002017115,0.005214416,0.005992906,0.001467288,0.000461383,0.002314042,0.000376975,5.46E-05,0.000351951,0.000945499,0.001854035,3.14E-05,0.013736591,0.001169477,0.000693343,0.001094455,0.005370093,0.001130326,0.000250939,0.000127169,0.001274555,0.000208454,0.000104964,7.68E-05,2.16E-05,0.000110002,1.68E-05,2.66E-06,9.93E-05,3.37E-05,0.000388245,2.74E-05,1.80E-05,1.50E-05,4.63E-06,6.94E-05,2.36E-06,8.38E-06
1327,so fasting blood sugar.,0,0,0,0,0.941332996,0.000180109,0.021868188,0.002328223,0.000373051,0.000232984,0.027447214,5.48E-05,0.000543502,0.000105565,1.42E-05,8.19E-05,0.000119278,0.001225842,6.85E-05,0.000147478,0.00095028,0.000256373,0.000489901,0.000102804,0.000416406,0.000877264,1.95E-05,2.28E-05,5.00E-05,5.91E-05,0.000304057,5.35E-05,4.56E-05,2.61E-05,1.85E-05,0.00010959,9.63E-06,1.48E-05,6.83E-06,1.41E-05,6.05E-06,1.09E-05,7.26E-06,2.72E-06,2.13E-06
1328,"
No to check before breakfast before going into work.",0,0,0,0,0.743489265,0.000620573,0.196203604,0.002412645,0.009561222,0.000744082,0.013035761,0.000299278,0.000334058,0.000170314,0.001790549,9.28E-05,7.63E-05,0.004026568,3.14E-05,0.008852778,0.001743545,0.002701359,8.08E-05,0.00094275,0.003504263,0.00646235,9.54E-05,0.000167392,9.91E-05,0.001777796,0.00033033,1.41E-05,6.28E-05,6.86E-06,2.38E-05,4.62E-05,3.07E-05,0.000103573,8.97E-06,1.54E-05,2.29E-05,3.73E-06,1.36E-05,2.95E-07,6.42E-07
1329,"
Yeah, no, that's perfect.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1330,"Yeah, you check really early yeah because for most people, they have been fasting them but you know a good 10 hour fasts and you kind of want to see what your blood sugar's are running after a 10 hour fast.",0,0,0,0,0.520730555,0.00390604,0.427127182,0.001396258,0.006170829,0.002483075,0.006223998,0.001637191,0.001941071,9.78E-05,9.29E-06,0.000690573,0.000309498,0.010932784,9.92E-05,0.000975932,0.006299461,0.001077203,0.000983043,0.002798019,0.001702783,0.001048401,6.78E-05,0.000290173,0.000431886,5.47E-05,0.000127522,1.79E-05,0.000116644,7.28E-06,5.39E-07,0.000102083,3.40E-05,7.09E-05,1.09E-05,4.88E-06,3.20E-06,9.30E-07,1.71E-05,5.91E-07,8.31E-07
1331,"
After you sleep
work yeah and then, I mean, do you know did we talk about what your numbers should look like.",0,0,0,0,0.651923299,0.001192224,0.126761854,0.00094787,0.010423528,0.000367133,0.009344182,0.00135586,0.00198979,0.000205955,3.69E-05,0.000749891,0.000333131,0.01197322,6.57E-05,0.005775719,0.144062072,0.002242117,0.002186879,0.012607262,0.008420308,0.004455539,0.000166202,0.00111051,0.000201643,0.000169861,6.93E-05,2.71E-05,9.68E-05,2.26E-05,6.51E-05,9.57E-05,0.000245081,0.00010952,2.70E-05,4.38E-05,1.74E-05,5.02E-06,9.40E-05,1.19E-06,1.18E-05
1332,First thing in the morning.,0,0,0,0,0.523744881,0.000920515,0.350705117,0.008107251,0.009273914,0.005561441,0.011345333,0.000677754,0.001923454,0.019412769,0.000430304,0.000341757,0.004025265,0.00212352,0.000816054,0.014837837,0.005475062,0.001403002,0.002441128,0.000540965,0.013182054,0.006874988,0.000311604,0.003324705,0.00199723,0.001376805,0.000715252,0.000330893,0.000407431,0.000258538,0.000646712,0.000450571,0.000691803,0.000369074,0.000958699,0.00249619,0.000823134,0.000232625,0.000303378,7.36E-05,6.74E-05
1333,Yep.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1334,You got it.,0,0,1,0,0.399637371,0.019471368,0.303726792,0.025516465,0.018896522,0.018546106,0.018701987,0.000839017,0.01628289,0.001414715,0.0005716,0.001846728,0.00262057,0.04559778,0.001931957,0.011512831,0.038007524,0.013278905,0.003712552,0.016320983,0.01226969,0.013813299,0.000505463,0.004065262,0.001456527,0.001200471,0.000848252,0.001244547,0.000568649,0.000232251,0.000324772,0.001347559,0.000811277,0.000672036,0.000555577,0.000230318,0.000449488,0.000250582,0.000415583,0.000116916,0.000186802
1335,"Yeah, yeah, I doubt it.",0,0,0,0,0.180141613,0.010350405,0.250307262,0.003872729,0.452608466,0.08374694,0.000553976,0.002115842,0.001870052,0.000134785,0.000234675,0.000290059,0.001941316,0.000680272,0.00014391,0.001726824,0.001299636,0.000334267,0.004523926,0.000100076,0.000587878,0.000662016,6.25E-05,0.000376825,0.000134219,0.000356685,0.000247384,0.000208517,0.000153122,2.05E-05,3.61E-06,3.43E-05,1.64E-05,1.34E-05,5.96E-05,1.55E-05,3.55E-05,1.41E-05,1.50E-05,2.14E-06,3.76E-06
1336,Nothing over 120.,0,0,0,0,0.338225037,0.010913572,0.133967832,0.005304803,0.011484545,0.00127153,0.003725673,0.002085459,0.003289083,0.001166285,0.000164062,0.003018987,0.001048828,0.035878513,0.000204604,0.001420365,0.182576388,0.003012595,0.003605983,0.005586581,0.011328576,0.233743295,0.00027908,0.000207932,0.000418761,0.000388657,0.001290194,0.000561661,0.000392321,0.000443711,0.000155767,0.000478523,0.000822285,0.000236092,0.000305323,7.13E-05,0.000129604,7.69E-05,0.000646345,3.65E-05,3.65E-05
1337,Yes.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1338,"Yes, I know it's no it's good you're spot on.",0,0,1,0,0.468677014,0.017388178,0.240408048,0.017988412,0.080907136,0.109476544,0.004794407,0.004035494,0.009477074,0.000536285,0.005801526,0.001353994,0.009464,0.004705681,0.000235982,0.00740328,0.000464259,0.003603487,0.000859722,0.000543496,0.000904507,0.002912364,0.000412753,0.000646293,0.001196353,0.00333512,0.000698939,8.40E-05,0.001017013,0.000136977,6.77E-06,0.000139269,4.28E-05,0.000113815,7.83E-05,2.32E-05,4.34E-05,5.93E-06,6.64E-05,4.82E-06,7.02E-06
1339,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1340,Awesome.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
1341,"Okay, sounds good.",0,0,0,0,0.070437044,0.036585521,0.349711657,0.009280225,0.047345873,0.190446705,0.014184101,0.005575193,0.056998372,0.008099027,0.002025371,0.005894423,0.010388316,0.011205095,0.006413385,0.01850866,0.028663939,0.013216197,0.015814615,0.009479,0.008703198,0.013208895,0.003703327,0.015733974,0.014453468,0.003887145,0.001529872,0.001740746,0.003675657,0.002886942,0.000802201,0.005457009,0.002368883,0.001887564,0.002310915,0.001356986,0.003057107,0.000597513,0.000970957,0.000337069,0.001057901
1342,"So yeah, so I will plan to call you then.",0,0,0,0,0.762498617,0.00038154,0.097378284,0.01573077,0.001296947,0.000651852,0.006675704,0.000428619,0.015307496,0.000954741,0.000174819,0.000566095,0.003148764,0.010984482,0.00015934,0.032365866,0.02719292,0.003584203,0.001658379,0.006173229,0.00101921,0.001125328,0.000509459,0.000458563,0.001397875,0.000844476,0.001914857,0.000101289,0.00046085,0.000786885,0.000118281,0.001413828,0.000561353,0.000901789,0.000148815,0.000160441,0.000135081,6.97E-05,0.000369469,5.06E-05,0.000139337
1343,"I will call you in a month, December, the fourth at 130.",0,0,0,0,0.921765387,8.56E-05,0.019185025,0.00015176,0.001610305,0.000431204,0.00100283,8.23E-05,0.007015873,4.02E-05,5.74E-05,8.50E-05,0.000144542,0.000946664,1.72E-05,0.041140094,0.00172419,0.000481696,0.001316354,0.000848308,0.000126904,0.000111456,1.37E-05,6.57E-05,0.000224606,0.000164898,0.000240774,1.91E-05,0.000123222,0.000136506,1.56E-05,0.000133889,0.000188716,0.000181308,1.70E-05,1.67E-05,9.91E-06,1.02E-05,3.11E-05,1.13E-05,2.54E-05
1344,And we'll be in touch to let you know if find out what the glucometer is or anything else.,0,0,0,0,0.379935741,6.80E-05,0.586158633,0.000492709,0.000298357,0.000210637,0.002042118,9.07E-05,0.000789684,0.000382457,2.04E-05,5.61E-05,0.000502287,0.000962017,1.84E-05,0.017218336,0.000803408,0.000248987,5.57E-05,0.006072996,0.001064653,0.000114078,8.25E-05,0.001354187,0.000392914,2.57E-05,1.52E-05,2.72E-06,3.66E-05,4.90E-06,7.56E-06,2.34E-05,6.59E-05,0.000304326,1.45E-05,8.54E-06,1.02E-05,9.91E-07,4.09E-05,4.75E-07,1.80E-06
1345,Sure.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
